overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,False,"02 11, 2015",A105UBLRXI09AY,B00JQ8YH6A,N. Johnson,"The reality show gimmick could have been good had it been fully realized - as it was, it seemed to be tossed in there ""just because."" The characters in this one were utterly bizarre - not just Sonny Joon who I guess is a recurring weirdo - but every character. I felt like I was in a David Lynch movie, with the bizarre dialog and interactions. Nothing made any logical sense!

Worse than that, the ""mystery"" underlying the whole reality show thing was so terribly weak and when revealed, so terribly disappointing. Whoever's designing these lately (I didn't like the one after this one, Labyrinth of Lies, either) is really phoning it in.",What's happening to Miss Nancy?,1423612800,,,
1.0,False,"09 2, 2014",A2YBMR2GTKHTY7,B00EFRN2IQ,Evrine,"Very disappointed. Played around with it for a few hours and I've got to say they have managed to rip the heart of this game out. They is little I'm not disappointed. Even building a home is somewhat limiting and this was my favorite things in the previous versions. I really don't see me getting anything further for this game in the future, I'll stick to The Sim 3. I just glad I didn't have to put up much of my own money for this. Not sure what they were thinking. Sad.

Update

The more I play this game the more I'm disappointed (Why I've given it more time is beyond me, call me hopeful). It is defiantly several steps back for the series. It seems more like the first Sims with better graphics and I few added features, but not anywhere as good. It's like who ever working on the development of thing steaming pile was slacking off. Perhaps sleeping. I will defiantly going back to the The Sims 3. Thank you EA for destroying another series. If that is what you are working at doing, then you are succeeding. I give up.",Very disappointed. Played around with it for a few hours ...,1409616000,15,"{'Edition:': ' Standard', 'Platform:': ' PC / Mac'}",
1.0,False,"08 27, 2015",A1VLVWTLV3LVHR,B00UOYQ5DS,Tim Robertson,"After two weeks trying to get this to work with three different Android Phones, I give up. I can get it to pair just fine, but it simply does not work with any game. I tried using another BT game controller, and that works fine. Not so the Razer Serval. So this is a short review. It simply does not work at all for me. I hope if you buy it you have better luck than I did",I give up,1440633600,2,,
1.0,True,"06 11, 2014",A2M2OANTNUGWHG,B000B6ML32,Jane Peters,I wasn't happy to find that my Xbox 360 didn't work even after I spent money on a hard drive for it.  There must me more work with the Xbox 360 than the hard drive.  I won't spend my money on Xbox 360 consoles or hard drives again on Amazon.com.  It was very disappointing.  I usually have a better experience.  This is the first time that I have been very dissatisfied.  I have learned my lesson.  Don't buy used off the computer.,Hard Drive for Xbox 360 console,1402444800,,,
1.0,False,"12 29, 2010",A3TJW3BQNDZM0N,B003A6X152,Anonymous,"I didn't even make it past the setup. At one point, you need to look for ""tracks, dung and tree marks"" in the setup of the game. I ""walked"" around in the woods for almost an hour and found 10 tracks, dung and tree marks and couldn't progress to the next step.

In frustration, I tried to shoot my guide with my bow & arrow. It wouldn't let me do it. So I walked off a cliff and fell into the river hoping I would drown. Didn't happen. So I followed the river hoping I would go off the waterfall, but the river seemed to never end.

I had more fun with the target shooting on Wii Play.",Save your money....,1293580800,2,"{'Edition:': ' Bundle', 'Platform:': ' Nintendo Wii'}",
1.0,False,"04 8, 2015",A1IJXOGOIOFC01,B00EI4V3FU,SpaceCobra,"I bought this at GameStop and was very disappointed. It's a comfortable headset, but like many others have stated the volume is so quiet. I can barely hear anyone, even with the internal volume turned all the way up.",Terrible chat headset.,1428451200,,,
1.0,False,"07 27, 2010",A1I16HPE4SGAUD,B000ZKA0J6,nicksjamin,"I was going to buy this game today, but based on what these reviews tell me, I'm not going to bother until it's in the bargain bin.  Which by all accounts, will happen sooner rather than later.

Forcing people to be on Battlenet to play=massive fail.  Shame on you, Blizzard.  How dare you tell your paying customer how they can and cannot play?  They paid for a copy of your product, and it turns out that they NEVER actually own it.  Terrible.

Splitting the game into three parts.  Sorry, the Terran adventure alone isn't worth $60 to me.  Again, not when it will be $20 within 6 months.

If you do this with Diablo 3, I won't be buying that either.  You seem to think that because you own WoW, you have your customers by the throat.  I'll just spend my free time playing Xbox games, at least I permanently OWN those!",Too much money for too little game.,1280188800,54,{'Format:': ' Video Game'},
1.0,False,"06 4, 2014",A39IULZY14MIN8,B00452VGZW,James R. McGee,"I bought this on sale then when and went to play vs computer i was totally lost on what to do and this is someone who played the VERY FIRST command & conquer and there is only one mode in vs computer and that is

CAPTURE THE FLAG .... thats right but to add salt to the wound is ... YOU CAN NOT BUILD ANYTHING !",THIS IS NOT COMMAND & CONQUER !,1401840000,,{'Platform:': ' PC'},
1.0,False,"10 10, 2004",AYWSFRCIMOAYE,B0000664JE,Cestmoi,"You play as a cop in this game. You can rob a car just like in Grand theft auto. The worst problem of this game is the graphic. It does not have many details.
The car you're driving look almost the same as others on the street. They are all black or dark brown!
Id rather play Maxpayne 2 or Burnout 3",Another shooting & driving game. The graphic is bad.,1097366400,2,,
1.0,True,"12 27, 2016",A2BREDF0ZCGZDB,B0011E4J7O,Joseph Donnelly,"I got the package, I try to use it, and no matter what, it doesn't work.
Not only does it not charge, it renders the controller useless while plugged in.",Doesn't Work,1482796800,,,
1.0,False,"09 24, 2014",A1MBHOQDVWBTZ7,B00KQXKULK,Amazon_Lover ,the only good thing about this game is the good graphics. the gameplay is horrible. EA sport did it again you failed once more. its is so hard to score a good goal 100 shoots and you may score one. the goal keepers fly to catch the ball if you start scoring the first a goal  have 90 % chance to win the game because it feels like the loosing team drops the moral  and intentionally makes everything but mistakes soon you notice how your team does not react to offensive nor defensive attacks. Now thats ok for real life  but this is a video game and you can not simulate real life events because you will screw the game it is like playing not only against the opponent but against the inpossible. to score a corner kick forget it. oh i forgot if you shoot from a senseless area you  have 95% chance to score lol. what a POS,the only good thing about this game is the good graphics,1411516800,2,,
1.0,False,"01 13, 2004",A2LPJD19MGBNXJ,B000094M47,Adrian Jenkins,"...not with a bang, but with a whimper. That's exactly how I felt after finishing this final chapter of .hack. A series that began full of promise has done little except disappoint me.
You all know about the series, so I'll forego the plot summary. A lot of people have played apologist for this series, answering the valid complaint of, ""Why are ALL the games the same?"" with a variety of sophistries, but the fact is, this game has little invention in it.
I was disappointed in part two because of the ridiculous length of the game (it took me about nine hours). Part three answered this problem, and also had some nice bonuses (such as searching for ghosts of the series characters and finding items for trading), and I was eagerly anticipating part four.
So what's the problem here? Not length; this game may be the longest of the bunch (although, it still only clocked in at about 23 hours; I like a little more meat on my RPG's). The gameplay is the same, but hey, that's what we've come to expect. No, the problem here is story, in that this game has little. Most of the questions you might have asked, most of the theories you might have postulated concerning The World won't be answered here. The end of the game (which, though I thought about it, I will not spoil here) is quite unsatisfactory  (ho-hum is the best word I can use to describe it), and in the end, this whole series (which, if you purchased new, will run you around two hundred bucks) left me feeling like I was cheated out of one hundred and fifty dollars. Yeah, I confess; there is enough material here for one game, maybe one and a half, but Bandai has cheated us out of a lot of money, in my honest opinion. Still, I can look forward to Xenosaga 2.",This is the way The World ends?,1073952000,5,,
1.0,True,"01 12, 2015",A2TFZG3FH58B0L,B00503EAG2,PcG4M3R,"This game is unplayable on PC as of 2014.
Its full of hackers and  bad servers.",Too many hackers,1421020800,,{'Platform:': ' PC Download'},
1.0,False,"02 13, 2013",A3DN574AWFVIKL,B005THAX5Q,The Cool Monkey,"I just got done with this game at 1:01 a.m on Feb. 13 I honestly have to say there was great potential for this game as an A L I E N fan I am extreamly dissapointed with GearBox, it felt as if they just sat around and didn't give a rats ass about us A L I E N fans and just wanted our money then laugh at us like this whole thing was a big sick joke, there was only two extremly suspensful scenes where your running away from a new breed of Xenomorph called Raven sealing off doors trying to figure out what way to go then you start to panic then go into the air vents then after a short while there was another scene where you are walking through the sewers lights are flashing and the only thing you see is a deformed alien walking towards you when you make a sound also this game has a couple of places that is most recongnizable from the ALIENS movie like the scene where newt and riply fought off the facehugger to the most famous scene off of the alien franchis the space jockey. This game  has the worst looking graphics known to date the lighting looks bland and the textures are very dull aswell as the humans they didn't even look realistic even the animation was really bad now the voice acting was good so as the Alien enviroments to the aliens themselve's but the animation was just disgusting. Six years Gearbox spent on this game and this is what ever happen to the sick demo that they showed at E3 were everything look straight up creepy enviroments to the most awesome fighting scenes with face to face with the xenomorphs and aswell very entertaining cinematics which they also fail to accomplished if you compared the demo to the actual game you will be mad as hell  I DEMAND A REMAKE OF THIS GAME oOR A IMPROVE ADD ON TO THIS GAME!!!!!!!!!!. If I were you keep your money and spend it on games that are worth the $60 like Bioshock Infinite, Crysis 3, Tomb Raider, and Grand Theft Auto",six years of working on such amazing game just went down to the drain.,1360713600,3,{'Format:': ' Video Game'},
1.0,True,"06 5, 2016",A1EU66488BUQC2,B00KN7Y3EY,Foul Pet,minis r cool but not worth $65,mini,1465084800,,{'Style:': ' Bop & Terrabite'},
1.0,True,"11 1, 2016",ADDSH1IKJ3SJG,B013H0IRO0,Katie A Brown,"Clunky, lame, and horrible graphics.","lame, and horrible graphics",1477958400,,{'Format:': ' Video Game'},
1.0,True,"10 23, 2008",A126W8QNDWWMN3,B001ATHKVC,GJS,"I came here to purchase this game. Based on these reviews and the subsequent investigation by myself- I REFUSE to purchase this crap until there is no DRM in it. The game looks great- and plays great from what I've seen.

Shame.",I agree,1224720000,11,{'Platform:': ' PC'},
1.0,False,"06 14, 2015",A3RWZVDQXQKD3O,B00DHF39EO,david roberts,Bethesda has ruined their elder scrolls legacy. The most disappointing game purchase I've ever made.,One Star,1434240000,3,{'Format:': ' Video Game'},
1.0,False,"10 16, 2014",A1PASRZ81DY9C,B00004SVVT,Mr. Math Expert,"Probably the only good thing to come out of Russia, Tetris was made famous during the heydays of Game Boy and became the highest selling game ever, mainly because it was included with the Game Boy. So, the NES version of Tetris became inevitable. So, here you have it: Tetris for NES. There is not much to say. It's rather a purposeless game with no end and no clear idea of what to aim for. I personally like Dr. Mario more. All in all, people like playing Tetris, but I don't. Check my youtube videos in how to beat this game by typing in ""Mr. Math Expert"" and the name of the game. so you can learn how to.",Face It: This Game Is Boring.,1413417600,,{'Platform:': ' Nintendo NES'},
1.0,True,"08 21, 2015",ARTRFSZQPWY9I,B00IUGYTRQ,Ian B. Cooper,"This cable never charged my controller - not even the first time I plugged it in. I figured it was maybe the controller that just wasn't holding a charge, or the USB port on the PS4, but I plugged in the original charger cable and that worked fine. $9 isn't a lot of money, but it's a lot when what you get is junk. Sadly, it seems all of these cables are cheap trash, so finding a good one is just a matter of luck. Since this one has the best reviews, I guess I'll have to order the same thing again and hope for better luck with the next one",Piece of Junk Never Worked.,1440115200,,,
1.0,True,"09 19, 2014",AJZM9S0P53Q03,B0038LE5UE,pop1645,to put it nicely A PIECE OF JUNK,One Star,1411084800,,,
1.0,True,"09 6, 2016",A1TXAFVAN8POCN,B00ZQD7VNK,DA BEAR,GARBAGE. READ OTHER REVIEWS.,GARBAGE GAME. NOT READY YET!,1473120000,,,
1.0,True,"04 4, 2017",AN2MQTBCH5U9B,B01GW3OQG2,ANTONIO DA SILVA,"NOT UNLIMITED, MISLEADING PROPAGANDA",One Star,1491264000,,"{'Edition:': ' Gold', 'Platform:': ' PlayStation 4'}",
1.0,False,"07 30, 2000",A3EU0FX5OZZ32P,B00000K2R5,Amazon Customer,"This controller has to be one of the worst out on the market.  It has a horrible design, is made of cheap plastic, and to make matters worse, it's  also highly priced.  Don't even think about using it for games like Marvel  Vs. Capcom, because even casual play will break this controller.  If you're  serious about games, find an import controller made by another company.  Don't even bother with the other Dreamcast controllers out in America, they  are all just as bad, if not worse.",What was Sega Thinking?,964915200,4,,
1.0,False,"06 21, 2007",A3DLWSSO2LVC1E,B000G0LE0Y,Dave,"I remember playing Sonic the Hedgehog for the Sega Genesis and Sega CD and having a blast. It was simple, Played well and was fun to play over and over.
Now this load of[..]showed up.
The good:
-Sonic is on the Next Gen systems.
-The Animated movies are mostly fluid and fun to watch until you notice how poor the voice acting is. There are some funny mess ups with the animation during the cut scenes when characters start to speak, but their mouths continue to move even though the dialogue is done.
The Bad:
-The camera is almost never focused on what you need to see. The enemies are off-screen where you can't fight them, and you die because you are blind to them. When you're in the tank with Shadow, you drive off the map and can't find your way around.
-There are glitches. Sometimes when you're running through loops; your character falls through them when they're obviously not supposed to, and you die.
-The load times are frequent. They occur before a cutscene, after a cutscene, before a boss fight, after a boss fight, after you die, before and after you begin the next phase. It slows the action down to boredom within minutes.
-There is nothing original about this game that would set it apart from other Sonic games or other Platform games.
This could have been half way decent if the development team had done proper testing and fixed all of the problems. They apparently don't care about quality or a good reputation.",No longer fun,1182384000,2,{'Platform:': ' Xbox 360'},
1.0,False,"09 10, 2008",A3EJZJQCMRRFT2,B001AYEGXM,Brian J. Mcmahon,"The three time installation limit and SecuROM kill this game for me. Buy this understanding that if you want to play it on upgraded or new computers in the future, you will have to call Electronic Arts at your expense and beg them to allow you to have more activations.

Electronic Arts seems to believe that you ought to actually be buying one copy for each computer, like Microsoft Windows. Although a game isn't an O/S, that is the net effect of their installation/activation system. This seems to be a misguided attempt to kill the used games market, but EA has gone too far and the PC gaming community has had enough. I've purchased dozens of games from Amazon over the years, I won't be giving one cent for a game with this kind of installation limit built in.",3 Time Installation Limit,1221004800,12,"{'Edition:': ' Galactic', 'Platform:': ' PC/Mac'}",
1.0,True,"12 25, 2008",A1LCT57E6DQ0N8,B000VJRU44,puzzled,"Shame on Amazon for allowing this vendor, VideoGamesDiva, to sell Wii-Fit for DOUBLE the manufacturer's suggested list price!  No one needs a Wii-Fit that badly!  I hope all the vendors--particularly this one because she has doubled the price on all Wii related items--end up with a load of unsold stock.  I can understand asking for a bit more money when something is in short supply, but it is THESE VENDORS who create the shortage.  Keep waiting---I got mine for MSRP from Amazon with NO shipping charge.  You will too!",Shame on Amazon!,1230163200,56,,
1.0,False,"01 29, 2009",A2039OVRJYCL5O,B0015ZQFTY,trevor bajus,"This is the opposite of Wii Sports- the controls are clumsy and awkward, and I found the two games I bothered to try frustrating. Pulled out the CD, and went back to playing Wii Sports.",first bad Wii game I have played.,1233187200,,,
1.0,False,"10 27, 2002",A2754TZ6JXPAP9,B00006CRVB,faster,"The Sims was a bad idea to start off with and the fact that they have draged it on says something about the publishers and the people buying it.  I buy this game, every single expansion pack and I hate them all!  This game is so boring, so trite, so unimaginative.  This game has all the makings of a very bad game.","The Sims, the scourge of gaming",1035676800,,,
1.0,False,"09 18, 2008",A2T5VH31V5N8EV,B000FKBCX4,Ivan,"The game is too simple. They took a great idea and dumbed it down to expand their customer base. And most importantly the game is full of bugs and glitches that make this game almost unplayable. For example, two of my saves have somehow been corrupted and i've lost about 50 hours of gameplay. EA claims it's not a bug, that it's somehow my fault. Yet if you check out the Spore forums you can see that people are experiencing the same thing. I wouldn't touch this game until they've released at least 10 patches.","don't bother, and it's not just the DRM",1221696000,3,"{'Edition:': ' Standard', 'Platform:': ' PC/Mac'}",
1.0,False,"10 28, 2008",A18PRS66MAULH0,B0012RWQ3O,A. Dean,"Really Im just dissapointed in this garbage. Im really comparing it to other street games. and really it just does not even compare or stack up to. Dont bye rent maybe, not worth a dime to me.",Very Dissapointed,1225152000,,{'Platform:': ' PlayStation 3'},
1.0,False,"08 6, 2014",A132JW9ED1DQBM,B00020LZC0,goarmy,Does not work with PS3 machines.,Does not work with PS3 machines.,1407283200,,,
1.0,False,"09 27, 2016",A1PYPVMDIQ2I5O,B00ZQB28XK,AsH,"Just do your self a favour and do not buy this game at full price, this is not a AAA title that deserves $60 wait for it to become $14.99.

The game is presents a beautiful UI and that's it, it repeats itself with every planet you visit because of the procedural generation.

Also if you tried to write a critic on any of the gaming sites, you will get attacked by fanboys and maybe developers, instead of fixing the game they just keep trying to blame us for not understanding the game.

""No Man's Sky"" should be ""No Man's Buy""",The game is presents a beautiful UI and that's it,1474934400,,,
1.0,False,"10 10, 2001",A2HIPW5BJ73XZG,B00005EBF8,Phillip W. Henson,"I was quite excited about Operation Flashpoint after playing the demo.  It seemed the most realistic portrayl of warfare yet on the PC HOWEVER, after a failed installation I went to various websites attempting to find a soloution.  I read through 30 pages of people expressing problems with the patches, installation, textures and various other features of the game.  I am sure that for those of you who can install it, it will be nice however, check out the...to see what the people who have problems are saying.  I would not recommend a purchase of this game until you can be certain the bugs are fixed.",Way too Buggy,1002672000,2,,
1.0,True,"01 22, 2015",A29M09QBG9TZLP,B00EFRN2IQ,Shana,"This is just a disk to install Origin software so you can download the Sims4 game from the Origin site. It's not like the Sims 3 where it installs from the disk. I live in the boonies and have a slower internet with limited downloading and streaming so after 4 hours Origin wasn't even installed. So after paying over $50 for this Origin install I wasn't even able to play the darn game I wanted. I ended up returning this as I didn't want to have to have Origin and I wanted the game to install from the disk as the previous games in the Sims series.

Just a warning if you have a slower internet it probably will not install correctly if you can get it to install at all. Total bunk, if I wanted to download the game I would've just went to the website. I wanted an install as the previous games. Very disappointed that I didn't even get to try it after playing this series from day 1. Though from reading the reviews, I don't think I'll be missing much. I will have to keep my old laptop to play the Sims 3.",It's not like the Sims 3 where it installs from the disk,1421884800,10,"{'Edition:': ' Standard', 'Platform:': ' PC / Mac'}",
1.0,False,"11 5, 2005",A33HATTKJTXBS6,B000BI4GP6,Coffee Guy,"This is the biggest disappointment I've had with a computer game that I can ever remember. If you're reading this, you've probably been looking forward to Civ IV also. Well, the publisher obviously rushed it out the door before it was done.

The biggest issue is that it's slow even on a nearly new top of the spec machine. And turning down the graphics details, etc., doesn't do all that much to help. The graphics aren't that great anyway, everything is a little fuzzy even on the highest setting.

Then there are a lot of minor, but very annoying, things that didn't get done. Throughout the manual it says to ""roll over"" things to get help. But most of the help system apparently wasn't completed, because there's no rollover help.

It says to press Escape to get out of screens. But it doesn't work on several of them, you have to find the exit button and press it. And the exit button is in a different place on every screen - no consistency at all.

And then there's the web site - I went to try to see if there was any help or patches, but it won't let you in if you don't have Flash. Some of us don't want or can't use Flash - if you don't provide us an alternative, then you're shutting out a lot of people.

I'd suggest skipping this game until either the price drops twenty bucks or they get some major patches out the door (and let you into their web site to get them).",Not Done Yet...,1131148800,20,,
1.0,True,"02 12, 2013",ABX6LJM70TD2E,B001CLYL1K,T.J.S.,BOUGHT AS GIFT FOR MY BROTHER HE HAD PREVIOUSLY HAD ONE COULD NEVER TO GET IT TO PLAY OR DOWNLOAD,WOLFENSTEIN FOR COMPUTER,1360627200,,{'Platform:': ' PC'},
1.0,True,"07 10, 2015",A2PG7Z6F67KZJC,B009DYCTY4,dennis scott,because there was no controller and no games and they were advertised.,One Star,1436486400,,,
1.0,False,"03 23, 2010",A2SP52NH44LRDS,B0015HYPOO,Amazon Customer,"The force feedback vibration clicks weird (which is not what a real car does) and there's too much oversteer.  My arm also has to fight the wheel to force it to turn so my arms get tired fast.

The plug for the pedals to the steering wheel gets loose easily.

When you pull the steering wheel due to some reaction, the steering wheel unsecures from my table -- need a better way to strap the steering wheel to my table (maybe use a long velcro???)

Plus, it only works with about a dozen driving games and I only like about 3 of them so the price of the steering wheel divided by 3 games ($100/3=$33) means that each of the 3 games cost me $33 more to play so I don't think it's worth it.

Go to the arcade and play a driving game and you'll see how much more pleasurable the steering wheels there are than Logitech's steering wheel.

I heard Fanatec's racing wheel ([...]) is even better than Logitech G29 racing wheel.

There are wires, wires everywhere!!! Help!  I'm drowning in wires!  This needs to be wireless.

In the end, I returned the Logitech steering wheel and use the dualshock controller which I think is better.",Not at all comparable to arcade,1269302400,,,
1.0,True,"05 27, 2008",A1SZHMDCUFNDOI,B00095LMJY,Jeffrey B. Sprague,"game cases , nothing fancy .They do what they are ment to do ,
they are not fun , they are not games , so why ask me to rate these items as such.
anyway yes these are great GBA cases .",this is a silly thing to review,1211846400,,,
1.0,True,"01 25, 2016",A1KBPH9G3Y31ZQ,B007FVVXXA,MJB&amp;GBB,"Worked for 3 days then broke. life got busy and i didn't process the return fast enough so i didn't get a refund... Thats my fault..
But ours broke very quickly. One day it just didn't work. Nothing happened to it.. it just stopped working. Wouldnt buy it again...",Worked for 3 days then broke. life got busy ...,1453680000,2,,
1.0,True,"08 4, 2013",A3VIBP6GBSM6SI,B000X9FV5M,Christian Noel Drotor,"The game itself ran and was fun but it had multiple unexpected crashes. Make sure you rent this game before playing it. However, it was a great deal.",Unexpected Crash,1375574400,,{'Format:': ' Software Download'},
1.0,True,"04 3, 2015",A2I7GFSJQ34ATV,B0053BQJVA,Jacob,"Way too cheap feeling, wouldn't recommend for that alone. To top it off, the software isn't very good either.",wouldn't recommend for that alone,1428019200,,{'Platform:': ' PlayStation 3'},
1.0,True,"06 15, 2016",A2JRMCHFSW3SPG,B00DHF39L2,BIG BUNGO&#039;S TINY REVIEWS !,"Sorry, game = fail",Fail,1465948800,,{'Format:': ' Video Game'},
1.0,False,"10 25, 2015",A2BRZDMSGCYIKN,B002BS47TE,Dr. D,"I can't stress this point enough.  MGS Peace Walker is, by far, the worst title in all of Metal Gear's history.  Hideo Kojima should be ashamed of himself for putting out such a flawed game.  In fact, it's a huge ""screw you"" to fans, and Hideo should be assassinated...samurai style.

What gives the game less than 1 star is the final battle with Peace Walker.  IT'S IMPOSSIBLE TO BEAT!  I vigorously researched everything possible about how to beat it, and so many people had difficulty with it.  Many of them couldn't beat it because the weapons weren't upgraded enough, and THAT right there is the problem.

When you have a game that involves quite a bit of micromanaging and completing side missions, you know there's going to be a problem at some point.  These are NOT my type of games.  Apparently, you really have to upgrade your missile weapons a lot in order to beat Peace Walker.  This involves putting in countless hours of repetitious gameplay by re-doing a ton of side missions.  I DON'T HAVE TIME OR THE PATIENCE FOR THAT!!!  If you're going to put out a game that requires you to upgrade stuff in order to beat it, then at least have a few manageable checkpoints along the way.  Don't just wait until the very end of the game for all the ""fruits"" of your side mission victories to come into play.  That's wrong and very unethical from a video game publisher/designer point of view.

As such, this game is the worst in the series.  It completely turned me off, and it's enough to not make me buy the latest MGS installment, Phantom Pain, and whatever else comes after it.  I highly suggest you skip this one.",The WORST Game in the MGS Franchise,1445731200,,{'Format:': ' Video Game'},
1.0,True,"05 23, 2016",A2MUODMRJK3C3I,B00KO97D8E,Brolin,"The game feels broken, unfinished, lazy and nothing in it is new or unique. It's just your typical first person shooter with a free roam capability instead of linear play. Everything else in the game by everything i mean EVERYTHING else is just rehashed and taken from other games mixed into this game. If you played any far cry game, assassin creed game, call of duty, ect., this game is nothing but those combined into a horrible rendition. All aspects of it are over done and old in concept. I've also experienced lags, glitches and freezes with this game. It's a total joke, please save your money.",pure garbage,1463961600,,{'Format:': ' Video Game'},
1.0,True,"07 2, 2018",A16K9TV03XP7CL,B0188YF39W,KLR3,Game will not load it always crashes at the menu screen idk why but it's the only game over ever had to do this.,Shocked,1530489600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
1.0,True,"03 14, 2015",A2L980IABHEBJL,B00EOPT5ZS,Jay,"I want to like this, but it has issues.

First off, as you might have seen elsewhere, you can't press two adjacent buttons down at the same move diagonally. I just verified this on firmware version 1.2, which is the latest as I post this. In my case, I am only using two buttons (up/down). The other two buttons are unassigned. If I press one of the unassigned buttons and then try to also press down one of the other buttons adjacent to it, nothing happens.

From a hardware perspective, it's pretty clear that diagonal usage was an oversight. Transitioning between directions feels clunky.

Secondly, I am having a problem where intermittently, instead of mapping to the keys I have assigned for each directional pedal, the WASD keys are used instead of the keys I have mapped. For example, I have mapped the PAUSE key to what would be S. Occasionally and without warning, S will get depressed and stay down for a period of 3-5 seconds. As you can imagine, this can be infuriating.

Another problem I have is that the unit slides around the carpet. I put some grip tape under the bottom and that has mostly solved the issue for me.

The length of the cable is good.

I wish it was a little more quiet, but I am usually wearing a headset anyway.

The software application works, but it's a little raw. Definitely not done by a professional. Pressing F1 launches the help application, but there is no help file for it.

This is, unfortunately, a product with bugs which need to be worked out.","I want to like this, but it has problems.",1426291200,8,,
1.0,False,"02 22, 2015",A2D5OH2ZGSA2QQ,B0015HYPOO,johnodd,not bad but with recent updates to several titles the wheel now only works on Grand turismo and this game only tried it on daytona usa of which it use to work and even midnight club of which it also use to work now it only works in one game because logitech decided to rig it that way stay away from this nightmare,now blocked on over 100 games except for grand turismo,1424563200,,,
1.0,False,"02 1, 2009",A2434EPE9P8P07,B000V1OUU4,Mirrek Balderson,"CONS:
Graphics - Looks no better than a PS2 game

Arenas - Half Complete

MENUS - My God the menus on this game has to be the worst I had ever seen in my 20 years of playing video games

Controls - Crap

Gameplay - More Crap

Legacy Mode - Too much crap here people.

PROS : NONE

I think 2K must have gone lazy on me because I remember when they payed attention to detail in the game making department.  Say what you want about EA Games, but at least they know how to craft a game to at least make it playable. Still the biggest thing that frustrates me with this game is the most horrific menu lay out i had ever seen.

If you want to play a sports game stick with EA.","Bought ""Played"" Returned",1233446400,,{'Platform:': ' PlayStation 3'},
1.0,True,"07 6, 2017",A16TM1802MZEPM,B00MNP9PD8,John,same as all the other complaints. the plastic arm snapped right in half,One Star,1499299200,,"{'Color:': ' Certified Refurbished', 'Edition:': ' Surround Sound'}",
1.0,False,"05 15, 2012",A3ASO9OD8GXZO1,B00178630A,Michael Fehlauer,"Bought this game, and it does not work. Game installed fine and computer exceeds system requirements, but it simply refuses to run: ""error37"".",Does not work,1337040000,68,{'Format:': ' Computer Game'},
1.0,True,"03 12, 2015",AYZMYRXTYMNAY,B001PKHRT6,Tabitha,this was a movie not the game,terrible,1426118400,,{'Format:': ' Video Game'},
1.0,True,"12 26, 2016",AE55N3FIU29H2,B005M0KSIM,Carlos,used and key is gone,One Star,1482710400,,{'Platform:': ' PC'},
1.0,True,"12 27, 2010",A8YAGBJBY844K,B00005B9ZG,Diloreto Fam,"i ordered this and waited for what seemed about a week. when i got home i opened it and it was filled with bugs, so my mom put it in a bag, and the next day, there were like 20 dead bugs in there. i would not reccomend buying this.",the thing was very dirty,1293408000,,,
1.0,True,"06 5, 2017",A2254Z394JQAIQ,B0002OOUWI,Johnny,"Disc Does NOT read. I can't even get to the main menu. The disc CONSTANTLY says ""disc could not be read"" at the first loading screens that show the nick toons logos/THQ beginning animations. Just Horrible. The seller knew all of this and wants to get quick bucks off his old used up games. Big Scratches on disc as well.",Just Horrible. The seller knew all of this and wants ...,1496620800,,{'Platform:': ' GameCube'},
1.0,True,"08 26, 2016",A1NEYD54JSKK6E,B00ZQB28XK,maxx  evans,From a marketing standpoint this game is a Gem from a consumer standpoint this game is a prime example of (False Advertisement) that's why there marketing campaign needed to make as much hype as possible because you're basically buying a (Concept) not a game. It's shocking that the Gameindustry today can release a games like this with little to no consequences there's no uproar there no lawsuits to them we are just stupid people who lost there money because we felt for their SCAM.,Hello Games Lied!!!,1472169600,6,,
1.0,True,"06 27, 2015",A276F1ZA0PP2XB,B000ZKA0J6,mirkwood,The description did not tell me I was not buying the complete game.  I would not have made this purchase had I known that.  Rather deceptive advertising.,The description did not tell me I was not buying ...,1435363200,2,{'Format:': ' Video Game'},
1.0,True,"04 10, 2014",A2S42FIPJPLJU0,B000AYIP8A,Vince,All of the games are to old to play on my PC. The game itself just makes my PC puke pixels all over my screen.,The game gives me a headache.,1397088000,,,
1.0,True,"05 14, 2014",A1V9VO44ZUOC66,B00178631E,jeanette collier,"30 GIGABYTES of memory! REALLY? Come on. Wanted to play this, then, TRIED EVERY SHOOT SETTING, after the helicopter INSANITY, at the BEGINNING. INFREQUENT health, DEADLY ACCURATE, enemies, yet MY MAX, was SHOOTING like he had PARKINSON'S DISEASE. What a LOSS. If you want to die, die, die, and have INFINITE PATIENCE, get this game.","LOVED THE GRAPHICS, LIKED THE STORY, and ALL DESTROYED, by WOBBLY shooting mechanics",1400025600,,{'Format:': ' Video Game'},
1.0,False,"03 23, 2009",A28DQQGOJF23DN,B000GDJJOY,Annette,"The game is very, very hard on the Brian levels.  They are very frustrating to play and not much fun.  Otherwise, the other levels are pretty easy.  You will have to play mini-games that are strange. If you succeed on Stewie's mini-games, you will get 10 bullets for his gun which helps sometimes.  If you succeed on Brian's mini-games, you will turn invincible for a few seconds, which doesn't really help.  If you succeed on Peter's mini-games, you will give Peter more food.  Rent rather than buy this game.

Please do not copy this review for use elsewhere on the internet.",Rated 'I' for Impossible,1237766400,2,{'Platform:': ' Xbox'},
